artist_name,track_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_sec,time_signature
The Hunna,Bad Place,56,0.648,0.564,9,-3.972,1,0.0322,0.216,,0.0854,0.357,132.932,139.729,4
John Lee Hooker,I Didn't Know - Live,31,0.585,0.716,4,-8.755,0,0.0787,0.0214,0.577,0.985,0.578,137.919,198.04,4
Drugstore,El President,41,0.391,0.63,8,-5.685,1,0.0308,0.00326,0.0000159,0.0991,0.242,147.587,171.4,4
The Jam,Town Called Malice,69,0.542,0.91,7,-8.924,1,0.0873,0.00228,0.00524,0.0686,0.775,101.774,173.32,4
"Jimmy ""Duck"" Holmes",Catfish Blues,39,0.665,0.47,2,-8.498,1,0.0376,0.444,0.00879,0.116,0.581,87.97,251.528,4
Sugar,If I Can't Change Your Mind,40,0.357,0.992,5,-3.663,1,0.0555,0.123,0.0128,0.14,0.77,160.916,198.933,4
Guns N' Roses,Sympathy For The Devil,54,0.31,0.945,8,-6.714,1,0.168,0.0174,0.00751,0.211,0.25,108.399,455.56,4
Fibre,Virtual World,34,0.698,0.884,7,-6.017,0,0.0684,0.0955,,0.0897,0.692,122.024,245.902,4
Ghetts,One Take,41,0.633,0.817,6,-8.952,1,0.337,0.212,,0.0874,0.888,141.998,112.061,4
stef,"hi, my name is lonely.",48,0.864,0.69,7,-5.097,0,0.102,0.00861,0.00206,0.212,0.566,126.035,170.667,4
Toby Keith,I Love This Bar,64,0.608,0.825,2,-6.303,1,0.0419,0.024,0.00656,0.346,0.454,115.049,0.005588883333,4
Poor Righteous Teachers,Word Iz Life,52,0.738,0.88,10,-5.364,0,0.316,0.0175,0.0604,0.087,0.771,86.99,270.24,4
Biffy Clyro,Bubbles,,0.351,0.724,3,-5.888,1,0.0315,0.00202,0.00144,0.113,0.196,147.343,301.08,4
Hildegard,Jour 3,33,0.602,0.45,3,-10.715,1,0.266,0.857,0.037,0.278,0.486,158.032,186.544,4
mxmtoon,creep,59,0.699,0.461,11,-8.382,1,0.0313,0.664,0.00582,0.0872,0.0703,103.989,210.6,4
Bonnie Raitt,Unintended Consequence Of Love,38,0.708,0.565,11,-5.505,0,0.0465,0.273,0.000316,0.0367,0.837,93.806,289.027,4
rains,Solomon Crook,31,0.435,0.197,6,-10.988,0,0.0814,0.832,,0.159,0.37,174.857,0.002387016667,4
The Cold Stares,Under His Command,37,0.601,0.302,1,-8.44,0,0.0341,0.905,0.000585,0.108,0.153,85.041,195.667,4
Aya Zahavi Feiglin,◊í◊ô◊ë◊ï◊®,30,0.661,0.509,2,-6.589,0,0.0289,0.233,0.00101,0.123,0.427,117.935,198.133,4
Pantera,Planet Caravan,,0.668,0.317,1,-15.705,0,0.0329,0.721,0.434,0.143,0.348,85.832,243.427,4
Eli Sostre,Made It (Can't Stay),41,0.668,0.458,1,-8.345,0,0.0494,0.436,0.0101,0.0884,0.401,120.033,184.163,4
Master KG,Jerusalema (feat. Nomcebo Zikode),80,0.88,0.483,1,-7.012,1,0.0505,0.0185,0.00000868,0.0607,0.827,124.009,342.613,4
Coldplay,Up&Up,69,0.479,0.717,7,-5.459,1,0.0605,0.0488,0.000333,0.102,0.253,163.989,405.32,4
CJ,Lil Freak (feat. DreamDoll),56,0.878,0.579,,-7.292,1,0.369,0.112,,0.204,0.51,149.893,159.973,4
American Authors,Pocket Full Of Gold,60,0.608,0.945,11,-3.858,1,0.0483,0.00433,,0.0773,0.682,115.933,180.213,4
Karl Hector & The Malcouns,Mother Seletta,36,0.361,0.91,9,-7.914,1,0.0943,0.0338,0.648,0.122,0.305,108.168,486.861,4
The Tammys,Egyptian Shumba,34,0.338,0.794,,-7.015,0,0.0432,0.0181,0.482,0.192,0.879,168.48,137.145,4
Dwight Yoakam,"Guitars, Cadillacs",51,0.581,0.917,9,-3.519,1,0.0746,0.26,0.179,0.141,0.86,171.663,0.003087333333,3
R3HAB,Where You Wanna Be,48,0.766,0.698,3,-7.549,0,0.228,0.329,,0.0835,0.204,123.926,158.71,4
John Mayall & The Bluesbreakers,When The Devil Starts Crying,28,0.481,0.799,2,-8.098,1,0.0459,0.0451,0.000438,0.589,0.745,140.217,253.867,4
347aidan,Demons and Monsters,69,0.777,0.32,9,-11.824,0,0.0847,0.927,0.00000245,0.256,0.407,80.992,197.902,4
Maeve,Sick,25,0.647,0.374,4,-11.81,0,0.0351,0.46,0.483,0.118,0.158,95.055,160.547,4
The Primeridian,Jigsaw,32,0.802,0.877,1,-6.477,1,0.247,0.117,,0.484,0.54,94.2,252.2,4
Radish,Little Pink Stars,23,0.272,0.931,4,-3.715,0,0.0592,0.000237,0.0000464,0.269,0.428,145.877,288.693,4
Alice Merton,Vertigo,58,0.429,0.854,5,-5.404,1,0.0426,0.0012,0.00023,0.239,0.683,135.008,186.014,4
The Stooges,Search and Destroy - Iggy Pop Mix,53,0.235,0.977,6,0.878,1,0.107,0.00353,0.00604,0.172,0.241,152.952,208.133,4
The Guild,Heir to the Serpent,29,0.227,0.982,2,-4.534,1,0.135,0.000306,0.00275,0.13,0.0576,110.05,263.183,4
Snarls,Marbles,39,0.381,0.436,5,-6.731,1,0.0329,0.0118,,0.133,0.453,183.923,149.077,3
Lata Mangeshkar,Mohe Panghat Pe,25,0.392,0.271,7,-10.284,1,0.0478,0.993,0.146,0.205,0.739,184.748,0.0039473,3
Tina Turner,Proud Mary,67,0.397,0.499,2,-10.972,1,0.0685,0.0766,0.00000155,0.111,0.367,171.067,327.4,4
Brian Owens,A Change Is Gonna Come,41,0.619,0.405,10,-6.802,1,0.0273,0.391,0.00000597,0.0736,0.562,128.958,276.609,3
Eddie Vedder,Society,68,0.561,0.327,11,-10.835,0,0.0327,0.902,0.000469,0.111,0.298,161.858,236.307,4
Duckwrth,Super Bounce,64,0.772,0.61,9,-6.175,0,0.206,0.239,0.000538,0.124,0.747,74.519,218.018,4
Electric Light Orchestra,Strange Magic,53,0.442,0.327,9,-12.831,0,0.0267,0.772,,0.325,0.318,95.394,246.053,4
Cobi,Prophet Story,40,0.576,0.478,10,-4.028,1,0.027,0.724,,0.127,0.241,95.864,218.992,4
Johnny Winter,"Tell The Truth - Live at The Woodstock Music & Art Fair, August 18, 1969",26,0.3,0.791,8,-9.993,1,0.114,0.246,0.02,0.707,0.691,153.036,411.12,4
Sam Fender,"Waiting For Love - Recorded At RAK Studios, London",50,0.333,0.691,6,-5.224,0,0.0428,0.0135,0.0000575,0.164,0.341,125.204,165,4
Screams Of Syrens,A New Era,30,0.444,0.912,4,-8.007,1,0.0812,0.00269,0.00273,0.308,0.31,174.949,275.899,4
Forest Blakk,If You Love Her,76,0.286,0.445,6,-8.087,1,0.0347,0.355,,0.114,0.278,50.827,217.352,4
Sueco,SOS (feat. Travis Barker),67,0.615,0.785,1,-4.88,1,0.0632,0.0186,0.0000119,0.166,0.369,150.03,169.6,4
John Adams,"For Me, For Her, For You",,0.573,0.206,5,-10.707,1,0.0314,0.86,0.0000103,0.114,0.222,123.752,0.00406048333,4
Amos Milburn,Thinking And Drinking,34,0.76,0.323,2,-12.06,1,0.125,0.983,0.000475,0.134,0.648,110.369,144.787,4
Julia Jacklin,"to Perth, before the border closes",52,0.589,0.274,2,-12.442,1,0.031,0.302,0.000829,0.107,0.23,95.666,176.733,4
Wolf Alice,Smile,60,0.368,0.769,4,-5.002,1,0.0731,0.000153,0.919,0.0657,0.378,187.239,196.804,4
Parquet Courts,Almost Had to Start a Fight/In and Out of Patience,48,0.409,0.93,7,-3.293,1,0.191,0.103,0.00002,0.863,0.789,92.648,194.693,4
The Shins,So Says I,51,0.462,0.754,7,-3.361,1,0.0459,0.00843,,0.118,0.475,110.397,168.533,3
Bailey Jehl,Old Town Road,50,0.741,0.155,11,-12.068,0,0.0515,0.911,,0.1,0.443,122.051,171.867,4
Seasick Steve,Sun on My Face,44,0.44,0.184,4,-13.965,1,0.0612,0.863,0.0000156,0.0932,0.261,182.017,245.933,3
Albert Collins,"Cold, Cold Feeling",55,0.713,0.281,3,-11.057,0,0.0379,0.137,0.0258,0.111,0.397,148.301,318.84,3
Softcult,Another Bish,39,0.556,0.541,4,-6.018,1,0.0292,0.00476,0.0171,0.128,0.553,96.531,175.421,4
AHI,Ol' Sweet Day,,0.393,0.558,3,-9.429,1,0.0475,0.603,0.0000485,0.108,0.336,112.64,0.00296755,4
Low Island,What Do You Stand For,42,0.625,0.79,10,-7.068,0,0.0369,0.0054,0.0000319,0.11,0.513,110.022,225.851,4
The Rolling Stones,Confessin' The Blues,33,0.534,0.52,,-10.743,1,0.0366,0.145,0.000466,0.368,0.816,116.855,167.227,3
Iron Maiden,Fear Of The Dark - 1998 Remastered Version,52,0.301,0.813,2,-8.786,0,0.0568,0.000674,0.000631,0.197,0.236,109.25,436.96,4
Argonaut & Wasp,Dog Days,43,0.78,0.653,2,-7.085,1,0.0311,0.42,0.0316,0.0997,0.527,116.008,215.293,4
Pixies,Gouge Away,23,0.616,0.505,4,-13.394,1,0.0291,0.156,0.0703,0.409,0.41,114.068,176.843,4
Dean Lewis,Be Alright,81,0.553,0.586,11,-6.319,1,0.0362,0.697,,0.0813,0.443,126.684,196.373,4
Architects,Little Wonder,62,0.533,0.967,1,-3.762,0,0.102,0.000232,0.0000459,0.109,0.477,130.052,227.813,4
Arctic Monkeys,R U Mine?,79,0.288,0.758,6,-5.692,0,0.0371,0.00616,,0.303,0.619,97.094,201.726,4
Fleetwood Mac,World's in a Tangle,36,0.441,0.361,9,-13.803,1,0.0717,0.567,0.0751,0.143,0.513,68.024,325.693,4
KURUPT FM,Summertime (feat. Craig David),60,0.545,0.872,3,-4.409,1,0.166,0.0395,,0.394,0.799,98.069,205.374,3
Ozzy Osbourne,Crazy Train - 2002 Version,30,0.468,0.932,9,-2.599,1,0.0621,0.00756,0.000471,0.309,0.571,137.683,289.893,4
Joel Veena,Bhim,16,0.44,0.698,7,-5.175,1,0.0354,0.787,0.206,0.12,0.29,176.033,0.004636366667,4
Hangman's Chair,Cold & Distant,,0.429,0.833,4,-5.834,1,0.041,0.0000352,0.0484,0.0794,0.351,129.95,309.293,4
Reyanna Maria,So Pretty,67,0.799,0.543,10,-6.094,0,0.24,0.0512,0.0425,0.134,0.25,187.906,0.001429033333,4
Caligula's Horse,Slow Violence,36,0.472,0.832,1,-7.223,0,0.0724,0.000958,0.00000119,0.0345,0.58,191.987,270.213,4
The Interrupters,Take Back The Power,51,0.383,0.974,11,-0.19,1,0.0985,0.142,0.00387,0.168,0.682,185.07,200.747,4
Disturbed,A Reason to Fight,61,0.591,0.571,6,-5.573,0,0.0248,0.0158,,0.13,0.26,75.04,284.293,4
Tedeschi Trucks Band,Calling Out To You,44,0.597,0.118,6,-13.908,1,0.0358,0.964,0.00132,0.112,0.316,102.067,226.16,4
Masato(coldrain),REMEMBER,53,0.383,0.944,1,-5.552,0,0.154,0.00105,0.0000964,0.282,0.332,150.577,243.333,4
jxdn,Angels & Demons,75,0.554,0.8,8,-3.936,1,0.0395,0.119,,0.629,0.463,115.056,160.12,4
Eric Clapton,Let It Rain,53,0.442,0.616,2,-11.417,1,0.0294,0.111,0.00321,0.0993,0.746,122.267,301.267,4
Skream,Chesters Groove,,0.78,0.747,1,-9.192,1,0.0374,0.000376,0.921,0.0766,0.0558,127.951,457.5,4
Amitabh Bachchan,Yeh Ek Rupaiya - Dialogues,1,0.548,0.512,2,-13.032,1,0.814,0.933,0.00908,0.618,0.52,137.812,0.02962503333,3
Cypress Hill,(Rock) Superstar,62,0.797,0.762,10,-6.972,1,0.259,0.0141,0.0000105,0.064,0.722,94.224,276.867,4
Angelo De Augustine,Tomb,44,0.644,0.233,10,-14.938,1,0.0316,0.971,0.0212,0.103,0.643,85.685,258.003,4
James Gillespie,Run,41,0.452,0.359,9,-8.388,0,0.0367,0.719,,0.255,0.338,109.505,212.52,3
Cain & Abel 90210,The Great Machine,9,0.333,0.993,7,-3.625,1,0.16,0.000074,0.822,0.729,0.358,104.379,384.915,4
Green Day,Pollyanna,61,0.507,0.96,9,-6.224,1,0.0354,0.0000936,0.00000102,0.208,0.967,135.024,195.018,4
Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),91,0.713,0.676,10,-5.483,1,0.027,0.0377,,0.154,0.721,99.048,227.395,4
Hot Hot Heat,Middle of Nowhere,49,0.568,0.971,7,-3.478,1,0.0543,0.0518,0.0000424,0.265,0.778,139.27,241.333,4
Time Binding Ensemble,Nychthemera in A Major,27,0.212,0.249,5,-15.673,1,0.0402,0.978,0.879,0.19,0.0382,118.718,220.5,4
The Gap,Down,14,0.565,0.572,5,-11.274,0,0.0418,0.0611,0.83,0.101,0.367,140.013,271.693,4
Corey Taylor,Thunder Force,48,0.326,0.942,3,-6.092,1,0.0787,0.0000859,0.0097,0.322,0.596,111.009,221.429,3
Hollow Front,Afflicted,54,0.185,0.941,4,-5.028,0,0.129,0.029,,0.109,0.169,164.215,291.968,3
Billy Joel,We Didn't Start the Fire,76,0.712,0.967,7,-5.206,1,0.047,0.0771,,0.356,0.895,145.024,287.733,4
DaBaby,PRACTICE,77,0.849,0.536,1,-7.307,1,0.349,0.0239,,0.126,0.308,141.964,122.587,4
Master KG,"Jerusalema (feat. Micro TDH, Greeicy & Nomcebo Zikode) [Remix]",60,0.841,0.587,1,-6.489,1,0.0435,0.00351,0.00000219,0.0669,0.802,124.006,218.982,4
RVNT,Dead and Gone,26,0.466,0.953,3,-5.522,0,0.108,0.000663,,0.562,0.39,105.042,177.568,4
Emma McGrath,Getaway Train,37,0.498,0.222,2,-11.946,1,0.0348,0.978,0.00256,0.106,0.224,121.761,228.428,4
Masati,Intoxicated Truth,36,0.685,0.669,1,-6.126,1,0.0355,0.729,0.0000881,0.112,0.38,110.003,176.727,4
Franz Ferdinand,This Fire,54,0.549,0.87,7,-9.453,1,0.0543,0.00249,0.00000208,0.127,0.671,138.078,254.693,4
Peter Murphy,Deep Ocean Vast Sea,36,0.623,0.614,11,-12.875,0,0.0317,0.00344,0.000284,0.279,0.803,119.548,249.773,4
Doss,On Your Mind,47,0.825,0.569,5,-8.334,0,0.0483,0.0617,0.776,0.094,0.502,123.013,246.183,4
Memphis Minnie & Kansas Joe,Evil Devil Woman Blues,29,0.476,0.0708,9,-16.237,1,0.0541,0.995,0.00912,0.147,0.495,145.089,194.351,3
Ahero,Odyssey,28,0.518,0.829,11,-6.35,0,0.0915,0.342,0.461,0.109,0.384,150.042,211.962,4
Crippled Black Phoenix,Lost,41,0.493,0.727,4,-7.763,0,0.0475,0.000152,0.625,0.333,0.256,120.002,491.18,4
The Stooges,Gimme Danger - Alternate 'Violent' Iggy Mix,45,0.378,0.951,3,0.45,0,0.0566,0.00329,0.419,0.135,0.249,132.06,213.093,4
Bellah,Evil Eye - A COLORS SHOW,55,0.595,0.511,1,-8.409,0,0.197,0.613,0.00193,0.432,0.784,103.748,175.195,4
Kasabian,Underdog,63,0.526,0.895,5,-5.407,0,0.0543,0.0603,0.0000013,0.582,0.655,101.016,277.467,4
Buttering Trio,I Cried For You,42,0.736,0.554,7,-8.79,1,0.17,0.135,0.0000586,0.103,0.435,98.989,243.663,4
Josh Fudge,FEEL LIKE,58,0.592,0.733,5,-7.09,1,0.0544,0.109,0.201,0.591,0.695,104.977,188.143,4
The Horrors,Press Enter To Exit,49,0.513,0.64,5,-10.156,0,0.0295,0.000133,0.728,0.158,0.366,87.984,355.175,4
Opeth,The Drapery Falls,39,0.102,0.859,7,-6.119,1,0.0775,0.000351,0.151,0.0774,0.274,191.293,653.867,3
Pharrell Williams,"Happy - From ""Despicable Me 2""",80,0.647,0.822,5,-4.662,0,0.183,0.219,,0.0908,0.962,160.019,232.72,4
The Rolling Stones,Doo Doo Doo Doo Doo (Heartbreaker),53,0.439,0.827,,-4.593,1,0.0335,0.0646,0.374,0.0844,0.54,111.297,206.467,4
Bettye LaVette,Things Have Changed,43,0.716,0.667,11,-4.624,0,0.0349,0.127,0.00000475,0.0822,0.686,110.583,416.56,4
Tired Lion,With Or Without,36,0.469,0.759,10,-5.119,1,0.0409,0.000357,0.154,0.145,0.332,130.045,210.629,4
Ali Farka Tour√©,Savane,47,0.776,0.279,4,-10.45,0,0.0615,0.772,0.134,0.0567,0.509,135.866,463.267,4
Fiona Apple,Under The Table,55,0.64,0.494,,-8.14,1,0.0602,0.295,0.0000048,0.248,0.547,119.854,201.352,4
Gil Scott-Heron,The Revolution Will Not Be Televised,58,0.558,0.677,11,-12.38,0,0.207,0.535,,0.101,0.96,180.685,185.879,4
Frederic Dupont,Beacon Hill,47,0.646,0.0512,2,-16.489,1,0.0572,0.973,0.942,0.109,0.0602,102.996,0.003209066667,3
Heart,White Lightning And Wine,42,0.699,0.42,11,-12.113,0,0.0564,0.0767,0.0000762,0.359,0.744,117.145,233.6,4
The Weeknd,Blinding Lights,94,0.514,0.73,1,-5.934,1,0.0598,0.00146,0.0000954,0.0897,0.334,171.005,200.04,4
Sons Of Apollo,Fall to Ascend,35,0.536,0.987,1,-4.369,1,0.121,0.0000194,0.414,0.0707,0.278,130.016,306.613,4
Helena,Damien Jurado,44,0.543,0.326,7,-13.847,1,0.0649,0.524,0.114,0.12,0.783,79.263,0.002786216667,4
Doctor Ross,Industrial Boogie,4,0.598,0.448,7,-11.325,1,0.0463,0.822,0.0167,0.294,0.444,100.785,157.72,4
Fragile Animals,Landing,26,0.522,0.874,4,-6.037,0,0.0312,0.000638,0.583,0.327,0.361,119.997,232.333,4
Phoenix (feat. Fleet Foxes & Anaïs Mitchell),"Big Red Machine, Fleet Foxes, Anaïs Mitchell",63,0.482,0.671,5,-7.135,1,0.0412,0.454,0.000159,0.0791,0.547,137.836,0.004258883333,4
Three Days Grace,I Am Machine,68,0.402,0.97,2,-4.538,0,0.0668,0.0000129,0.00000262,0.189,0.476,75.106,200.147,4
Pretenders,Back on the Chain Gang - 2007 Remaster,65,0.598,0.901,2,-6.081,1,0.0359,0.116,0.0401,0.178,0.814,153.24,0.003852,4
Lola Marsh,Like in the Movies,34,0.425,0.587,11,-6.134,1,0.0284,0.112,0.0114,0.0988,0.288,81.017,229.8,4
Them Crooked Vultures,New Fang,58,0.278,0.961,7,-3.845,1,0.0607,0.00000736,0.000662,0.0268,0.752,189.664,228.639,4
Tony de María,Lamentación (Soleá),42,0.394,0.236,,-15.209,1,0.0388,0.92,0.893,0.103,0.222,107.098,0.004108333333,3
The White Stripes,Blue Orchid,65,0.481,0.645,10,-8.535,0,0.318,0.0863,0.0000062,0.332,0.612,151.307,157.56,4
Musicmusicmusic,Iron Square Serenade,,0.321,0.603,11,-8.572,0,0.0265,0.651,0.826,0.153,0.522,79.683,0.00370645,4
Toad The Wet Sprocket,Walk On the Ocean,55,0.395,0.502,6,-8.328,1,0.0309,0.236,0.00000579,0.332,0.323,183.237,178.376,3
Chris Cornell,Seasons,48,0.474,0.422,10,-10.476,1,0.0297,0.198,0.0914,0.145,0.2,152.112,345.627,4
Dirty Pretty Things,Bang Bang You're Dead,41,0.359,0.802,5,-2.945,1,0.0528,0.00687,0.0000154,0.398,0.433,152.481,212.2,4
Trick Daddy,Let's Go (feat. Big D & Twista),67,0.748,0.767,11,-7.806,0,0.172,0.0267,,0.334,0.519,133.929,222.2,4
Reignwolf,Black and Red,54,0.368,0.921,8,-4.897,0,0.0919,0.000716,0.0449,0.295,0.451,119.113,219.523,3
Kida Kudz,Animalistic,48,0.85,0.669,9,-8.277,0,0.121,0.0464,0.000381,0.0539,0.705,99.981,166.812,4
You And I,Valerie June,40,0.504,0.559,7,-6.838,1,0.0331,0.514,0.178,0.321,0.428,131.926,0.003650883333,3
Greydon Park Band,Postcards,56,0.431,0.0434,11,-22.086,1,0.031,0.934,0.253,0.112,0.0753,94.182,0.003090983333,4
A Perfect Circle,A Stranger,45,0.536,0.368,1,-12.761,0,0.0296,0.516,0.0338,0.0921,0.0949,109.979,192.333,4
AVIV,Black Coffee,48,0.639,0.664,2,-8.346,1,0.0257,0.0091,0.00234,0.545,0.699,132.01,144.392,4
spill tab,Calvaire,52,0.771,0.468,1,-6.015,1,0.0539,0.428,0.0751,0.11,0.554,123.727,117.499,4
Evangelin Hart,Mirage,41,0.0691,0.187,4,-14,1,0.0423,0.985,0.621,0.109,0.0343,66.377,0.0028,4
Yuksek,Tonight,28,0.667,0.758,8,-3.955,1,0.0471,0.0247,0.00487,0.0708,0.307,128.974,255.293,4
Elvis Presley,Jailhouse Rock,68,0.647,0.582,10,-9.538,0,0.0755,0.41,0.00000193,0.0715,0.915,167.396,0.00244133333,4
Terri Clark,Girls Lie Too - Greatest Hits Version,50,0.499,0.883,4,-4.742,1,0.0451,0.0689,,0.163,0.533,138.801,0.00357,4
Black Myself,"Our Native Daughters, Amythyst Kiah, Rhiannon Giddens, Leyla McCalla, Allison Russell",34,0.772,0.533,11,-6.088,0,0.035,0.182,0.00000896,0.0914,0.862,144.913,0.003903333333,4
Britney Spears,Hold It Against Me,60,0.648,0.722,,-4.813,0,0.0427,0.0103,,0.24,0.389,132.973,0.003813783333,4
Beautify Junkyards,The Fountain,34,0.314,0.614,5,-9.619,0,0.0403,0.633,0.687,0.135,0.324,169.899,196.892,4
TiaCorine,Lotto - Part 2,39,0.874,0.613,11,-9.722,0,0.0981,0.00366,,0.204,0.285,89.987,159.987,4
Hala,Why Do You Want Anything To Do With Me?,27,0.533,0.82,6,-6.341,0,0.0295,0.0887,0.000524,0.141,0.896,154.983,168.101,4
Oasis,Stop Crying Your Heart Out,67,0.38,0.573,2,-5.334,1,0.03,0.077,0.00000238,0.0776,0.0901,74.988,303.133,4
Benji Lewis,Drift,52,0.678,0.374,,-9.387,0,0.0475,0.561,0.0249,0.103,0.0519,82.058,222.439,4
Hemlata,Wafa Jo Na Ki,17,0.497,0.674,4,-6.081,1,0.1,0.888,0.00012,0.147,0.585,90.402,0.003152883333,4
Buffalo Springfield,For What It's Worth,76,0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,153.693,4
blackbear,dirty laundry,73,0.766,0.64,,-8.899,1,0.0345,0.051,,0.237,0.67,100.044,165.6,4
LARRY PINK THE HUMAN,ELEVEN11_GTR_SONG,40,0.496,0.863,5,-5.256,1,0.0365,0.000169,0.00000163,0.348,0.438,140.037,222.267,4
fun.,Carry On,58,0.388,0.694,5,-5.769,1,0.0735,0.118,0.000293,0.082,0.365,145.434,278.373,5
A$AP Rocky,Rich Nigga Problems,68,0.619,0.561,5,-7.824,0,0.417,0.103,,0.45,0.587,74.861,217.294,4
grandson,Bury Me Face Down,63,0.39,0.629,1,-4.876,0,0.0469,0.0187,0.0000412,0.0658,0.162,141.983,231.667,4
Son Little,O Me O My,47,0.807,0.63,9,-8.401,0,0.046,0.0589,0.000128,0.104,0.404,127.969,172.863,4
The Telescopes,The Perfect Needle,31,0.278,0.568,2,-9.636,1,0.033,0.0000104,0.664,0.331,0.216,95.514,208.04,4
Huey Briss,Grace Park Legend (Norfside),37,0.567,0.639,3,-7.297,0,0.24,0.212,0.00381,0.916,0.626,90.061,251.568,4
TOTO,Georgy Porgy,61,0.799,0.783,11,-7.703,0,0.0847,0.0519,0.0213,0.127,0.918,97.207,247.587,4
The Bamboos,I Got Burned,37,0.759,0.738,9,-5.255,0,0.051,0.0435,0.0000887,0.23,0.771,120.038,260.853,4
Coheed and Cambria,Jessie's Girl 2 (feat. Rick Springfield),45,0.479,0.929,2,-4.155,1,0.0716,0.0109,,0.0819,0.674,155.185,231.578,4
Brian Setzer,Really Rockabilly,42,0.439,0.861,,-6.847,1,0.0935,0.0319,0.00644,0.362,0.857,169.082,187.867,4
Skepta,Doin' It Again,39,0.774,0.727,1,-7.753,1,0.267,0.00692,,0.17,0.847,138.117,229.68,4
The Band,The Weight - Remastered,73,0.63,0.551,9,-9.28,1,0.0549,0.373,0.0000575,0.103,0.518,143.868,274.493,4
Bubba Sparxxx,Ms. New Booty,63,0.64,0.62,1,-5.931,1,0.416,0.016,,0.0831,0.609,129.37,252.653,5
Lewis Capaldi,when the party's over - Recorded at Spotify Studios NYC,65,0.509,0.183,10,-10.27,1,0.0377,0.946,,0.0914,0.258,117.354,0.00388061667,3
Metallica,Enter Sandman,74,0.579,0.824,6,-8.71,0,0.03,0.00206,0.00903,0.059,0.635,123.331,0.00552621667,4
Inhaler,We Have To Move On,51,0.463,0.953,4,-5.008,0,0.0672,0.00702,0.0000736,0.125,0.721,160.042,252.547,4
Angel Olsen,Lark,35,0.444,0.561,7,-8.383,1,0.0323,0.00294,0.0937,0.226,0.0431,98.992,378.827,4
The Dangerous Summer,Way Down,45,0.402,0.923,8,-5.596,1,0.0468,0.0037,,0.469,0.237,83.238,201.229,4
Earl St. Clair,Sober,37,0.475,0.723,10,-2.738,0,0.0521,0.0917,0.000678,0.0634,0.745,176.996,179.311,3
Go Ahead And Die,Roadkill,30,0.34,0.95,6,-6.344,1,0.0793,0.0000149,0.81,0.341,0.254,127.043,396.366,4
Foo Fighters,Chasing Birds,56,0.62,0.532,2,-7.297,1,0.023,0.0392,0.0245,0.112,0.369,143.993,252.293,4
Rob Zombie,Demon Speeding,54,0.549,0.81,11,-4.001,0,0.0328,0.000298,0.00000289,0.156,0.41,133.985,224.307,4
Junior Wells,Watch Me Move,19,0.684,0.932,11,-6.019,0,0.117,0.123,0.000522,0.0627,0.772,102.924,245.827,4
Solomon Davis,Cape Verde,45,0.65,0.0963,9,-16.824,1,0.0577,0.951,0.863,0.101,0.189,119.448,0.002533333333,3
slenderbodies,mirror,,0.734,0.604,6,-9.312,1,0.0511,0.208,0.0000202,0.122,0.229,95.008,154.194,4
Whitesnake,Fool for Your Loving - 2011 Remaster,52,0.597,0.92,,-5.933,1,0.0581,0.0368,0.00000756,0.0837,0.74,122.417,259.067,4
The Staves,Good Woman,56,0.628,0.345,1,-12.505,1,0.0289,0.425,0.0165,0.119,0.116,99.991,197.64,4
Bring Me The Horizon,Parasite Eve,69,0.589,0.797,9,-5.464,1,0.15,0.0289,0.00000435,0.383,0.232,102.489,291.813,4
Satyr,Picayune - Instrumental,27,0.278,0.961,6,-3.88,0,0.12,0.0000585,0.702,0.106,0.424,112.565,231.798,3
The Night Monitor,Dance of the Mince Pie Martians,36,0.535,0.829,5,-9.188,0,0.0332,0.65,0.938,0.373,0.377,93.941,254.955,4
Sunnyboys,Alone with You - 2014 Remaster,51,0.361,0.937,4,-3.179,0,0.0463,0.0000619,0.000166,0.27,0.393,147.546,238.96,4
Jo Ann Kelly,Someday Baby Blues,30,0.515,0.48,1,-10.411,1,0.189,0.655,0.000374,0.686,0.526,141.59,216.187,4
AJ Fullerton,Slippin' Away,24,0.4,0.814,10,-4.631,1,0.0804,0.288,,0.118,0.492,110.006,205.153,4
Do Nothing,Gangs,14,0.797,0.536,1,-12.147,1,0.0613,0.00454,0.182,0.0856,0.842,110.042,300.512,4
Citizen,I Want to Kill You,50,0.584,0.876,10,-3.635,0,0.0652,0.00698,0.0002,0.0895,0.703,149.976,192.107,4
The OBGMs,Outsah,32,0.46,0.949,7,-5.59,1,0.084,0.00141,0.304,0.234,0.214,146.051,113.752,4
The White Stripes,My Doorbell,57,0.614,0.663,8,-9.965,1,0.0352,0.29,0.00682,0.0986,0.823,97.083,241.867,4
Gordi,Dino's,40,0.591,0.745,7,-4.921,1,0.0405,0.0111,0.0000689,0.134,0.334,130.985,191.282,4
Eyedress,Jealous,79,0.474,0.91,9,-10.431,0,0.0462,0.00498,0.859,0.476,0.745,93.01,122.339,4
Lacuna Coil,Heaven's a Lie,52,0.426,0.881,4,-3.458,0,0.0403,0.0011,0.00279,0.124,0.384,140.004,286.533,4
Ailbhe Reddy,Time Difference,36,0.548,0.161,2,-14.991,1,0.0326,0.861,0.000243,0.102,0.309,80.069,190.9,4
